ID;Average User Rating;User Rating Count;Price;In-app Purchases;Developer;Age Rating;Languages;Size;Genero_1;Genero_2;Genero_3;Original Release Date;Current Version Release Date
372344620;;;0;1.99;Axel Friedrich;4+;EN;257070080; Strategy; Puzzle; Entertainment;24/10/2017;13/04/2019
373751016;;;0;2.99;Qeevee GmbH;4+;NL, EN, FR, DE, EL, IT, JA, PT, RU, ES, SV, TH, TR;25155584; Strategy; Entertainment; Action;18/04/2017;18/04/2017
374976525;;;0;;GameWeaver;4+;EN, JA, ZH, ZH;502263808; Strategy; Puzzle; Entertainment;09/12/2016;13/12/2016
407003328;3;5;0;2.99;Pedro Navarro;4+;CA, EN, FR, DE, ES;54369280; Education; Puzzle; Strategy;12/01/2017;01/04/2019
422274101;;;0.99;;Micha Parpura;4+;EN;402186240; Action; Strategy;;12/09/2016;23/03/2017
495529560;;;0;2.99;Homebrew Software;9+;EN;117752832; Puzzle; Strategy;;08/02/2018;08/02/2018
508654878;;;0.99;;chung kin ko;4+;EN;2888704; Role Playing; Strategy;;07/10/2016;07/10/2016
530090434;4;230;4.99;1.99, 1.99, 1.99, 1.99;Repos Production;4+;NL, EN, FR, DE, IT, PL, ES;521525248; Strategy; Entertainment; Card;13/11/2017;20/05/2019
538343907;;;0;1.99;InstantChess Ltd;4+;EN;119953408; Strategy; Board; Lifestyle;29/12/2018;14/02/2019
541366198;;;2.99;;redplanetsoft.com;12+;EN, RU;194847744; Board; Strategy;;18/04/2016;29/08/2016
543763319;;;0;4.99, 0.99, 14.99, 27.99, 1.99;JOYCOM PTE. LTD.;4+;EN;33905664; Role Playing; Strategy;;12/10/2016;29/12/2016
561590863;;;0;;Makeover Mania Story Games;4+;AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, VI;10841088; Strategy; Simulation;;09/04/2016;09/04/2016
568758251;;;0;0.99, 1.99, 0.99, 0.99, 0.99;Pixcook;4+;EN, FR;41425920; Board; Strategy; Travel;04/03/2016;22/07/2018
577764411;;;0.99;;"""Shane O'Reilly""";4+;EN;183092224; Strategy; Family; Entertainment;12/04/2016;21/10/2017
584927317;4.5;1292;4.99;;Risky Lab Inc;9+;EN;185147392; Strategy; Adventure;;13/04/2016;19/04/2017
594730590;;;0;1.99;Brandon Stecklein;9+;EN;42304512; Strategy; Casual;;14/01/2016;29/07/2018
602032189;4.5;112;0;0.99, 4.99, 0.99, 0.99, 1.99, 3.99, 0.99, 0.99, 2.99, 2.99;Tuna Bowl Software LLC;4+;EN;99334144; Adventure; Entertainment; Strategy;08/02/2016;22/10/2018
615042379;;;3.99;;Ying Ying Apps, LLC;4+;EN;186683392; Strategy;;;23/11/2016;23/11/2016
620455910;4;29;0;;YOMEN, Inc.;17+;EN;135990272; Strategy; Simulation;;06/04/2018;06/04/2018
624499225;;;0;9.99, 6.99, 19.99, 0.99, 39.99;Pigars Entertainment Company Limited;4+;EN, JA, ZH, ZH;76526592; Simulation; Strategy;;07/01/2016;12/03/2019
624499225;;;0;9.99, 6.99, 19.99, 0.99, 39.99;Pigars Entertainment Company Limited;4+;EN, JA, ZH, ZH;76526592; Simulation; Strategy;;07/01/2016;12/03/2019
642455094;4.5;47;0;4.99, 4.99, 4.99, 9.99, 9.99, 24.99, 4.99, 14.99, 19.99, 9.99;Game Gardeners;9+;EN;170715136; Action; Entertainment; Strategy;24/05/2016;04/01/2017
657395017;5;308;6.99;;Button Mash Games Inc.;9+;EN;195714048; Board; Strategy;;11/02/2016;21/11/2017
685239125;;;0;0.99, 1.99, 2.99, 1.99, 0.99, 0.99, 0.99, 3.99, 1.99, 1.99;Incket Interactive Pty Ltd;4+;AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, UK, VI;80292864; Strategy; Puzzle; Entertainment;05/12/2016;05/12/2016
690260486;4.5;11;0;;Nonpareil Institute;4+;EN;530573312; Education; Strategy; Puzzle;24/08/2017;18/09/2017
695198278;4.5;276;0;9.99, 4.99, 19.99, 2.99, 2.99, 49.99, 99.99;Cleverson Schmidt;4+;EN;85621760; Entertainment; Strategy; Action;18/05/2016;26/03/2019
695948278;4.5;13452;0;7.99, 39.99, 79.99, 19.99, 4.99, 9.99, 99.99, 49.99, 0.99, 7.99, 79.99, 39.99, 19.99;KIXEYE;12+;AR, MY, KM, ZH, DA, NL, EN, ET, FI, FR, DE, HE, HI, ID, IT, JA, KO, LO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI;217124864; Strategy; Action;;21/12/2016;18/07/2019
712625826;3;9;0;2.99, 0.99, 1.99;Hunter Long;9+;EN;290205696; Casual; Strategy; Entertainment;16/11/2016;08/08/2017
719466448;5;8;0;1.99, 0.99, 0.99, 0.99;OnOff Gaming LLC;9+;EN;154114048; Strategy; Role Playing; Entertainment;15/02/2017;15/02/2017
720187787;4.5;93;0;9.99, 4.99, 2.99, 4.99, 9.99, 19.99, 19.99, 49.99, 49.99, 99.99;Plarium Global Ltd;12+;EN;628196352; Action; Strategy;;11/01/2017;10/02/2017
749488884;4.5;201;4.99;;Flightless;9+;ZH, NL, EN, FR, DE, ID, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR;145458176; Action; Strategy;;18/10/2018;10/12/2018
764913765;;;0;;John Angemi;4+;EN;33672192; Strategy; Entertainment; Casual;04/02/2017;06/02/2017
775766819;;;0;;Ting Wang;4+;EN, ZH, ES, ZH;21012480; Strategy; Board; Lifestyle;20/06/2016;20/06/2016
775784357;;;0;;Ting Wang;4+;EN, ZH, ZH;11235328; Card; Lifestyle; Strategy;20/06/2016;20/06/2016
778604970;;;0;;Ting Wang;4+;EN;8830976; Puzzle; Strategy; Lifestyle;20/06/2016;20/06/2016
782925823;;;0;;Makeover Mania Story Games;4+;AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, VI;11099136; Strategy; Simulation;;09/04/2016;09/04/2016
786329111;;;0.99;0;Tetsuyoshi Morikawa;9+;EN, JA;115228672; Strategy; Board;;30/06/2016;06/07/2016
787898884;;;0;;SUD Inc.;4+;ZH, EN, JA, KO, ZH;18947072; Strategy; Board; Entertainment;05/01/2018;29/03/2018
789870075;5;173;0;19.99, 4.99, 9.99, 99.99, 24.99, 49.99, 9.99, 9.99, 4.99, 49.99;KANO/APPS;9+;EN;45649920; Strategy; Role Playing; Social Networking;17/05/2016;26/07/2019
821396522;;;0;;Linda Mottley;4+;EN;44122112; Social Networking; Strategy; Card;14/05/2016;14/05/2016
824498578;;;0;;Steven Grutman;4+;EN;1490944; Casual; Strategy;;19/01/2016;19/01/2016
825276142;4;84;0;99.99, 4.99, 0.99, 19.99, 14.99, 9.99, 49.99, 4.99;Shengwei Network Technology Co., Ltd.;9+;EN, ZH, ZH;642767872; Entertainment; Role Playing; Strategy;17/03/2017;11/07/2019
828410902;4;208;0;9.99, 19.99, 4.99, 0.99, 9.99, 0.99, 19.99, 49.99, 0.99, 99.99;AMT Games Publishing Ltd.;12+;DA, NL, EN, FI, FR, DE, EL, ID, IT, JA, KO, MS, NB, PT, RU, ZH, ES, SV, TH, ZH, TR, VI;126545920; Strategy; Entertainment; Action;28/11/2016;18/07/2019
834388315;4.5;250;0;1.99;TapTapBoom Ltd.;4+;EN;44311552; Card; Strategy; Travel;21/03/2016;18/01/2019
836947621;;;0;0.99;J\xe9r\xf4me Diaz;4+;EN, FR;25809920; Puzzle; Strategy; Entertainment;09/03/2018;13/05/2019
838206955;;;0;;VYGSoft;9+;EN, RU;128823296; Strategy; Simulation;;28/03/2019;28/03/2019
849893589;4;45;0;19.99, 9.99, 4.99, 49.99, 9.99, 1.99, 99.99, 29.99, 4.99, 19.99;Zombot Studio Inc.;9+;EN;320829440; Action; Strategy;;27/07/2017;14/02/2018
851711277;4.5;1204;0;;Armor Games Inc;12+;EN;1308950528; Strategy; Role Playing;;12/01/2017;16/11/2017
853680597;5;1765;0;1.99, 2.99, 6.99, 9.99, 4.99, 9.99, 9.99, 4.99, 2.99, 9.99;Gear Games;12+;EN;317263872; Board; Strategy;;15/01/2017;26/07/2019
855218411;5;865;0;29.99, 49.99, 19.99, 19.99, 9.99, 9.99, 4.99, 4.99, 99.99, 19.99;Ember Entertainment;9+;EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES;91089920; Role Playing; Strategy; Entertainment;23/03/2017;05/12/2017
859148736;4.5;3528;0;3.99, 8.99, 3.99, 17.99, 8.99, 11.99, 13.99, 14.99, 31.99, 44.99;Promotion Software GmbH;12+;EN;2124804096; Simulation; Entertainment; Strategy;27/12/2017;26/07/2019
863067072;;;0;0.99;Akihiro Fujiwara;12+;EN;57128960; Strategy; Simulation; Entertainment;11/09/2016;11/09/2016
878922917;2.5;51;0;9.99, 4.99, 19.99, 0.99, 29.99, 2.99, 8.99, 19.99, 4.99, 4.99;Fan Yang;12+;EN, JA, ZH, ZH;1279717376; Strategy; Action;;20/08/2018;12/06/2019
882446255;;;0;;zhong chen;4+;EN, ZH;142532608; Strategy; Entertainment; Puzzle;04/01/2016;04/01/2016
883660645;3.5;25;0;0.99, 2.99, 2.99, 2.99, 0.99, 16.99, 0.99, 1.99, 24.99, 1.99;"LLC ""Webgames""";12+;EN;206287872; Action; Entertainment; Strategy;14/07/2016;17/06/2019
884150792;4;342;0;1.99, 4.99, 9.99, 24.99, 4.99, 4.99, 49.99, 99.99, 29.99;505 Games (US), Inc.;9+;EN, FR, DE, IT, PT, ES;276049920; Entertainment; Strategy; Simulation;20/04/2016;10/07/2018
886556499;3.5;14;0;4.99, 3.99, 9.99, 2.99, 1.99, 4.99, 19.99;OrionArts;9+;EN, ZH;271295488; Role Playing; Entertainment; Strategy;29/07/2016;28/08/2017
889869710;3;9;0;3.99, 1.99, 44.99;Gennaro Coda;4+;EN;10908672; Finance; Simulation; Strategy;08/01/2016;13/05/2016
893218518;4;56;0;7.99, 3.99, 28.99, 59.99, 109.99, 2.99;DaSuppa;17+;EN;433802240; Role Playing; Strategy; Entertainment;01/05/2017;21/03/2019
893944381;;;0;0.99, 3.99, 5.99, 10.99, 27.99, 59.99;Spielwerk GmbH;9+;CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR;49473536; Entertainment; Strategy; Role Playing;10/09/2016;10/09/2016
895462868;5;2428;0;1.99, 4.99, 9.99, 2.99, 3.99, 0.99, 19.99, 1.99, 49.99, 9.99;Tilting Point;9+;EN;230885376; Action; Strategy;;27/04/2016;31/10/2018
896495338;;;0;0.99, 4.99, 2.99;SIBA STYLE STUDIOS INC.;4+;EN, FR, DE, IT, RU, ES;27265024; Puzzle; Strategy;;04/02/2016;04/02/2016
904273294;;;0;0.99;Linsay Associates, LLC;4+;EN, ZH;19916800; Strategy; Board;;02/02/2016;05/12/2017
910131008;;;0;;triomis GmbH;4+;EN;23476224; Sports; Strategy; Sports;03/09/2016;03/09/2016
910874573;4.5;30;0;1.99, 9.99, 3.99, 7.99;BRAINGEAR GAMES LLP;12+;EN;196235264; Strategy; Action;;23/08/2017;09/01/2019
911027021;;;0;2.99, 0.99, 2.99;Tan Wee Kian;4+;EN;435403776; Strategy;;;20/12/2016;29/03/2017
912322070;;;0;2.99, 3.99, 1.99, 8.99, 44.99, 94.99, 18.99;2Axion LLC;4+;EN;176182272; Action; Strategy;;25/07/2017;06/06/2018
912426273;4;109;0;2.99;Concrete Software, Inc.;4+;EN;117941248; Card; Strategy;;24/10/2016;21/01/2019
913465749;;;0;;Makeover Mania Story Games;4+;AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, VI;10402816; Puzzle; Strategy;;01/01/2016;01/01/2016
913480649;;;0;;Makeover Mania Story Games;4+;AR, CA, CS, DA, NL, EN, FI, FR, DE, EL, HE, HU, ID, IT, JA, KO, MS, NB, PL, PT, RO, RU, ZH, SK, ES, SV, TH, ZH, TR, VI;8948736; Casual; Strategy;;01/01/2016;01/01/2016
914343148;4.5;8532;0;2.99, 4.99, 4.99, 19.99, 9.99;NimbleBit LLC;12+;EN;270158848; Strategy; Simulation;;13/03/2017;09/08/2018
914537554;4;8;0;2.99, 0.99, 0.99;Skyriser Media;4+;EN;70080512; Strategy; Entertainment; Casual;01/02/2018;18/09/2018
914802058;3.5;27;0;0.99, 3.99, 0.99, 14.99, 12.99, 29.99, 7.99, 4.99, 94.99, 74.99;iDeaction;4+;AR, EN, FR, DE, JA, KO, RU, ZH, ES, ZH;223562752; Strategy; Entertainment; Simulation;06/05/2016;04/12/2017
916190049;4.5;153;5.99;;Gamious B.V.;4+;EN;91333632; Strategy; Simulation;;22/02/2017;01/03/2017
916684824;3.5;54;0;0.99, 1.99, 8.99, 19.99, 69.99;HeroCraft Ltd.;12+;EN, FR, DE, IT, PL, PT, RU, ES;421637120; Strategy; Entertainment; Role Playing;19/01/2016;12/12/2018
916794270;;;0;;triomis GmbH;12+;EN;16521216; Sports; Sports; Strategy;03/06/2016;03/06/2016
920814354;;;0;;George Charles;4+;CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI;61403136; Strategy; Puzzle;;17/05/2018;20/05/2018
925881584;;;0;0.99, 4.99, 9.99, 19.99, 39.99;Raoni Dorim;12+;EN, PT, ES;89690112; Strategy; Entertainment; Action;22/01/2018;22/01/2018
930064323;4;661;0;9.99, 4.99, 1.99, 4.99, 2.99, 9.99, 9.99, 0.99, 9.99, 24.99;Crazy Panda Limited;12+;EN;332187648; Simulation; Strategy;;16/05/2018;19/07/2019
931425260;;;0;0.99;artur tagirov;4+;EN;18501632; Board; Strategy;;21/06/2016;23/06/2016
932256997;;;0.99;4.99;9 FACTORY;9+;EN;78606336; Role Playing; Strategy;;23/10/2016;23/10/2016
932500451;4.5;25757;0;19.99, 4.99, 9.99, 49.99, 99.99, 1.99, 4.99, 0.99, 4.99, 2.99;Warner Bros.;9+;EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES;378431488; Strategy; Role Playing; Entertainment;02/11/2016;22/07/2019
933115211;;;0;;Jean Lionel Darie;4+;EN;27959296; Strategy; Casual;;10/03/2016;16/03/2016
934012726;5;495;9.99;;A Sharp, LLC;12+;EN;766313472; Role Playing; Strategy; Entertainment;03/07/2018;02/11/2018
934189267;;;0;;FUNMELD NETWORKS PRIVATE LIMITED;4+;EN;40538112; Entertainment; Strategy; Casual;19/07/2016;19/07/2016
935248296;3.5;70;14.99;1.99, 2.99;Slitherine;12+;EN;1508410368; Strategy; Board;;28/07/2016;20/03/2019
936478252;3;8;0;0.99, 99.99, 4.99;Yoeri Staal;4+;EN;31095808; Strategy; Action;;04/03/2016;16/11/2016
939529493;4;1141;0;0.99, 1.99, 9.99, 4.99, 0.99, 1.99, 24.99, 0.99, 4.99, 9.99;NIVAL, INC.;12+;AR, ZH, EN, FR, DE, IT, PL, PT, RU, ES, TR;819206144; Strategy; Entertainment; Card;06/01/2016;11/07/2019
942067926;;;0.99;;Valerii Andrusyk;9+;EN, DE;77906944; Strategy; Entertainment; Board;12/07/2016;15/02/2018
942293005;4;91;4.99;;Rubicon;12+;EN;126474240; Strategy; Entertainment; Action;31/05/2017;23/06/2017
943092940;4.5;11;0;;David Elsonbaty;4+;EN;25435136; Strategy; Board; Utilities;19/09/2017;09/07/2018
945005206;4.5;262;0;4.99, 3.99, 1.99, 2.99, 0.99;Primerose Solutions LLP;4+;EN, FR, DE, RU;243174400; Adventure; Strategy; Entertainment;13/01/2016;05/05/2016
945012229;4;27;0;4.99, 3.99, 2.99, 1.99, 0.99;Primerose Solutions LLP;4+;EN, FR, DE, RU;268368896; Entertainment; Adventure; Strategy;27/01/2016;14/02/2019
945012729;3.5;24;4.99;;Primerose Solutions LLP;4+;EN, FR, DE, RU;243174400; Strategy; Adventure; Entertainment;27/01/2016;05/05/2016
945019077;3.5;11;2.99;;Primerose Solutions LLP;4+;EN, FR, DE, RU;243178496; Adventure; Strategy; Entertainment;02/02/2016;05/05/2016
946617420;3.5;10;0;4.99, 2.99;Tower Defense World, LLC;9+;EN;499049472; Strategy; Family;;20/04/2016;28/04/2016
948147610;4.5;25;0;3.99, 9.99, 1.99, 19.99, 59.99, 1.99;Manodio Co., Ltd.;12+;EN;100255744; Simulation; Strategy;;13/10/2016;06/12/2016
949198480;;;0;0.99;Docinfotech;4+;EN;41628672; Entertainment; Strategy; Adventure;08/02/2016;08/02/2016
949737722;;;0;4.99;"""Joe's Apps""";4+;EN;24849408; Productivity; Strategy; Family;10/02/2019;10/02/2019
950601495;4.5;5;0;0.99, 2.99, 4.99, 9.99, 19.99, 39.99;USM;9+;ZH, EN, FR, DE, JA, KO, PT, RU, ES, TR;186421248; Entertainment; Action; Strategy;27/09/2017;26/03/2018
953907211;5;16;0;;Magic Chopstick Games;9+;EN;130736128; Word; Strategy;;15/09/2018;19/09/2018
954952790;;;0;;Elite Studio;9+;EN;153835520; Role Playing; Strategy;;12/12/2016;09/01/2017
954956237;;;0;;Elite Studio;9+;EN;212316160; Role Playing; Strategy;;12/12/2016;09/01/2017
955050656;;;0;;Games without wifi;4+;EN;3964928; Strategy; Action;;17/12/2016;17/12/2016
955050855;;;0;;Offline games;4+;EN;4255744; Strategy; Family;;17/12/2016;17/12/2016
955061847;;;0;;Jonathan Bannick;4+;EN;45149184; Strategy; Action;;20/01/2016;20/01/2016
955376012;;;0;;Nicholas Wetta;12+;EN;14059520; Action; Entertainment; Strategy;01/02/2016;01/02/2016
956621095;;;7.99;;Choice Provisions;17+;EN;434000896; Board; Strategy; Entertainment;28/06/2019;28/06/2019
956649108;;;0;0.99;Lobuwin Solutions UG (haftungsbeschr\xe4nkt);9+;EN;113536000; Strategy; Board;;28/05/2016;14/06/2016
956736147;4.5;788;0;0.99, 4.99, 9.99, 0.99, 4.99, 0.99, 4.99, 4.99, 9.99, 9.99, 4.99, 4.99, 4.99;June Gaming;12+;EN;357617664; Strategy; Action; Sports;17/01/2019;31/05/2019
957093481;;;0.99;;Jahzeel aguilar lopez;4+;EN;24829952; Casual; Strategy;;22/03/2016;19/04/2017
958371282;;;0.99;;After Dark Studios Ltd;4+;EN;21783552; Strategy; Entertainment; Board;09/03/2018;15/07/2019
958674218;4.5;2226;0;4.99, 9.99, 4.99, 19.99, 49.99, 99.99;Atari;12+;EN;108902400; Simulation; Strategy;;23/10/2017;04/02/2019
959226357;;;0;0.99, 3.99, 7.99, 16.99, 24.99, 40.99;QOOQ inc.;9+;EN, JA, ZH, ES, ZH;128924672; Entertainment; Strategy; Puzzle;03/03/2016;31/08/2016
959304349;;;0;0.99;Romit Dodhia;9+;EN;85213184; Role Playing; Strategy; Entertainment;18/09/2016;09/01/2017
960842536;2;10;0;14.99, 14.99, 2.99, 2.99, 2.99, 2.99, 2.99;8 x 8 Media AG;4+;EN;156101632; Board; Strategy; Education;12/05/2016;07/06/2019
960904263;;;0;9.99, 19.99, 1.99, 9.99, 5.99, 3.99, 19.99, 3.99, 1.99;Ai mini;4+;EN, FR, DE, ID, IT, JA, KO, LT, MS, PT, RU, ZH, ES;114184192; Family; Strategy;;23/03/2016;23/03/2016
960914175;;;0;;Offline games;4+;EN;4452352; Puzzle; Strategy;;17/12/2016;17/12/2016
961662290;4;634;0;4.99, 9.99, 19.99, 0.99, 99.99, 49.99;Digital Things;12+;EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH;387187712; Strategy; Simulation;;30/08/2016;13/06/2018
961994680;4.5;89;6.99;0.99, 0.99, 0.99, 0.99, 0.99, 1.99, 2.99;Cyril Jarnot;9+;EN, FR, ZH;85874688; Simulation; Strategy; Education;03/05/2016;11/07/2019
962190050;4;20;0;0.99, 1.99, 0.99;Damien Dunn;4+;EN;298863616; Entertainment; Strategy; Board;07/03/2016;29/07/2018
962285267;4.5;361;0;3.99, 0.99, 7.99, 1.99, 19.99, 3.99, 39.99, 0.99, 1.99, 2.99;Puzzle Games - VascoGames;4+;EN;247533568; Strategy; Puzzle;;08/03/2016;31/08/2018
962751764;;;0;;Games without wifi;4+;EN;4747264; Puzzle; Strategy;;17/12/2016;17/12/2016
962969544;4.5;218;0;9.99, 4.99, 2.99, 19.99, 2.99, 9.99, 4.99, 4.99, 19.99, 19.99;Fifth Column Games;12+;CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI;203112448; Card; Strategy;;15/05/2018;23/07/2019
963129055;;;0;;Daniel Asto;9+;EN;133863424; Casual; Strategy; Entertainment;23/10/2016;28/02/2017
963559287;;;0;;Offline games;4+;EN;9981952; Puzzle; Strategy;;17/12/2016;17/12/2016
963559445;;;0;;Offline games;4+;EN;6737920; Strategy; Action;;17/12/2016;17/12/2016
963580420;;;0;;Games without wifi;4+;EN;5246976; Strategy; Action;;17/12/2016;17/12/2016
963625098;;;0;;Games without wifi;4+;EN;13430784; Family; Strategy;;17/12/2016;17/12/2016
964435270;4.5;208;0;0.99, 9.99, 4.99, 22.99, 0.99, 4.99, 43.99, 14.99, 4.99, 9.99;Ten Square Games S.A.;9+;DA, EN, FR, DE, ID, IT, NB, PL, PT, RU, ES, SV, TR, UK;206144512; Role Playing; Strategy; Entertainment;25/05/2016;03/11/2016
964492967;;;0.99;;Fredrik Johansson;4+;EN;22419456; Strategy; Sports;;24/12/2018;24/12/2018
965063325;;;0;;Games without wifi;4+;EN;3715072; Puzzle; Strategy;;17/12/2016;17/12/2016
965770143;;;0;;Offline games;4+;EN;7421952; Strategy; Simulation;;17/12/2016;17/12/2016
965770986;2;5;0;;Offline games;4+;EN;4849664; Strategy; Action;;17/12/2016;17/12/2016
965771559;;;0;;Games without wifi;4+;EN;6123520; Puzzle; Strategy;;17/12/2016;17/12/2016
965771566;;;0;;Games without wifi;4+;EN;8253440; Strategy; Simulation;;17/12/2016;17/12/2016
965771582;;;0;;Anthony Wade;4+;EN;5820416; Strategy; Action;;16/12/2016;16/12/2016
965771980;;;0;;Offline games;4+;EN;10657792; Strategy; Action;;17/12/2016;17/12/2016
966245474;5;3032;9.99;;Czech Games Edition;12+;EN;141586432; Strategy; Board;;15/09/2017;04/02/2019
966581181;;;0;;MmpApps Corp.;4+;EN;20452352; Entertainment; Strategy; Card;27/05/2016;21/09/2017
966604742;;;0;;MmpApps Corp.;4+;EN;21947392; Card; Entertainment; Strategy;05/02/2016;02/02/2019
967618164;;;0.99;;Ian Williams;12+;EN;304736256; Strategy; Adventure;;27/02/2017;31/05/2017
968451126;4.5;12;3.99;;Under Byte Studios, LLC;9+;EN;97979392; Role Playing; Strategy; Books;24/06/2016;24/07/2016
968604229;4;20;0;0.99, 1.99, 1.99, 4.99, 4.99, 3.99, 7.99, 4.99, 3.99, 24.99;iCandy Digital;4+;EN, FR, DE, IT, JA, KO, PT, ZH, ES, ZH;207526912; Simulation; Food & Drink; Strategy;21/12/2016;24/01/2017
969121796;;;0;;sobox;9+;EN;46632960; Strategy; Action; Entertainment;12/07/2016;15/07/2016
969233809;4.5;12;6.99;;Imago Software;9+;EN;139576320; Strategy; Role Playing;;21/01/2019;29/07/2019
969264934;4.5;224;3.99;1.99, 2.99;Michael Brough;9+;EN;60778496; Strategy;;;18/05/2016;09/04/2018
969308582;;;0;1.99;Andrew Holman;9+;EN;91019264; Strategy; Action;;29/04/2016;29/04/2016
970029280;4;145;0;1.99, 0.99, 4.99, 9.99, 19.99;Opposite Lock Entertainment;12+;EN;138313728; Simulation; Strategy; Entertainment;21/08/2017;28/07/2019
971414822;4;1000;0;0.99, 2.99, 9.99, 19.99, 29.99, 99.99, 49.99;C4M Inc;9+;EN, FR;314932224; Strategy; Adventure;;24/05/2016;22/04/2019
971978300;4;5;0;1.99;Silent Legends, Inc.;4+;EN;563453952; Card; Strategy; Entertainment;06/11/2018;01/03/2019
972059895;2;22;3.99;;iyifikir;4+;EN;244802560; Simulation; Strategy; Entertainment;04/04/2017;06/02/2018
972134350;4.5;9;0;0.99;North South Studios LLC;4+;EN;65798144; Puzzle; Entertainment; Strategy;29/02/2016;25/05/2016
972314578;;;0;;Girl Games;4+;EN;4173824; Simulation; Strategy;;16/12/2016;16/12/2016
972541440;;;0;;Games without wifi;4+;EN;6139904; Strategy; Action;;17/12/2016;17/12/2016
973665908;;;0.99;0.99;Arend Carter;4+;EN;47927296; Strategy; Puzzle;;28/08/2017;28/08/2017
975087756;;;0;;Wuhu Nasi Network Technology Co.,ltd.;4+;EN;24289280; Action; Strategy;;16/12/2016;16/12/2016
975087814;;;0;;Games without wifi;4+;EN;12656640; Action; Strategy;;17/12/2016;17/12/2016
975487304;4.5;22;0;1.99, 3.99, 5.99, 3.99, 2.99, 3.99, 3.99, 3.99, 1.99, 3.99;Cold Beam Games Ltd;17+;EN;92116992; Card; Strategy;;23/08/2017;14/05/2018
975534010;;;0.99;;Hakan Kokarcal\xc4\xb1;4+;CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR;28270592; Casual; Strategy;;28/10/2016;28/10/2016
976183189;4.5;22;0;4.99;Nordcurrent;4+;EN, FR, DE, IT, RU, ES;144759808; Strategy; Casual;;28/02/2018;28/02/2018
977102758;2.5;74;0;9.99, 4.99, 19.99, 1.99, 49.99, 89.99;Travian Games GmbH;4+;AR, CS, DA, NL, EN, FI, FR, DE, HU, IT, NO, PL, PT, RU, ES, SV, TR;191050752; Strategy; Entertainment; Simulation;23/02/2016;25/06/2019
978294126;;;0;;Experience Media;4+;EN;25608192; Strategy; Entertainment; Puzzle;13/01/2016;13/01/2016
978598589;;;2.99;;Aleksandr Samarin;9+;CS, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, SV, ZH, TR;561468416; Puzzle; Strategy;;26/10/2016;26/10/2016
978679716;;;0;;Zacoprin, S.L.;4+;EN, ES;19411968; Sports; Strategy; Entertainment;25/07/2018;25/07/2018
978785617;4.5;114;0;19.99, 4.99, 49.99, 9.99, 49.99, 9.99, 4.99, 24.99, 9.99, 99.99;KANO/APPS;17+;EN;48596992; Role Playing; Strategy; Social Networking;06/12/2016;26/07/2019
980977103;;;0;0.99, 4.99, 1.99, 12.99, 0.99;White Squirrel Software Inc.;4+;EN;91544576; Simulation; Strategy;;26/04/2019;26/04/2019
981005320;3;55;0;0.99, 29.99, 99.99, 4.99, 4.99, 99.99, 4.99, 49.99, 0.99, 29.99;Freyr Games;9+;EN;957011968; Role Playing; Strategy;;06/03/2018;10/04/2018
981800298;4;9077;0;49.99, 19.99, 0.99, 2.99, 7.99, 99.99, 19.99, 19.99, 99.99, 0.99, 99.99, 4.99, 19.99, 4.99, 4.99;7 Pirates Limited;12+;AR, EN, FR, DE, JA, KO, PT, RU, ZH, ES, TH, ZH;151544832; Role Playing; Entertainment; Strategy;30/03/2016;16/07/2019
982784197;;;0;;Greenfordgames Ltd;4+;EN;29443072; Strategy; Entertainment; Casual;27/02/2016;27/02/2016
982830747;4;229;0;0.99, 0.99, 0.99;PHB Media Ltd;12+;EN;88501248; Adventure; Entertainment; Strategy;06/05/2016;08/10/2016
983099308;4.5;18;0;;Injoylabs Pty. Ltd.;12+;EN;252367872; Medical; Puzzle; Strategy;18/03/2016;19/04/2016
