ID,Name,Log_Name,Subtitle,Long_Subtitle,Average_User_Rating,User_Rating_Count,Price,Age_Rating,Languages,Cant_Language,sn_english,Size,MB_Size,Primary_Genre,genero_1,genero_2,genero_3,Current_Version_Release_Date,,Meses_Publicada
1147559829,Battlezone 98 Redux Odyssey Edition,5,,0,4,19,9.99,12,EN,1,1,1243613184,1244,Games, Strategy, Action,NA,07/08/2017,30/11/2019,28
1147576876,Wild White Polar Bear Simulator,5,,0,0,0,0,9,EN,1,1,112080896,112,Games, Simulation, Strategy,NA,20/09/2016,30/11/2019,39
1147578050,Sweetn Tasty Crush,3,,0,0,0,0,4,EN,1,1,182817792,183,Games, Strategy, Entertainment, Puzzle,03/11/2016,30/11/2019,37
1147578064,Wild White Polar Bear Simulator Full,6,,0,0,0,179.99,9,EN,1,1,103874560,104,Games, Simulation, Strategy,NA,20/09/2016,30/11/2019,39
1147780738,Trumpio Slither Presidential War,4,,0,0,0,0,4,EN,1,1,57719808,58,Games, Strategy, Casual, Entertainment,11/09/2016,30/11/2019,39
1147804808,Brain Cracker Memory Game,4,The Ultimate Brain Game,4,5,19,0,4,EN,1,1,73690112,74,Games, Strategy, Puzzle, Entertainment,21/03/2018,30/11/2019,21
1147936219,BATTLE FIELD INVASION  FREE 3D WAR STRATEGY GAME,8,,0,4,7,0,9,EN,1,1,62911488,63,Games, Action, Strategy, Entertainment,11/09/2016,30/11/2019,39
1147944403,Rock Paper Scissors Board (RPS Board) AKA Scissors Paper Stone Board,11,,0,0,0,0.99,4,EN- ZH- ZH,3,1,17703936,18,Games, Strategy, Family, Utilities,11/09/2016,30/11/2019,39
1147946787,Social Tycoon  Idle Clicker,4,Fun Media & Money Tap Games,6,4.5,3343,0,4,EN,1,1,264516608,265,Games, Role Playing, Strategy, Entertainment,25/07/2018,30/11/2019,16
1147952108,Yes Mr President,3,,0,2,13,0,12,EN,1,1,60946432,61,Games, Entertainment, Strategy, Action,22/10/2016,30/11/2019,38
1147964496,Brawl Swords,2,Battle Road of MOBA Stars 3D,6,4.5,51,0,12,EN,1,1,236290048,236,Games, Strategy, Entertainment, Role Playing,07/01/2019,30/11/2019,11
1147984890,FootballStars The Challenges,3,Your Fantasy Soccer App,4,0,0,0,12,EN- DE- PL,3,1,146353152,146,Games, Strategy, Sports, Sports,28/07/2019,30/11/2019,4
1147985367,1943 Deadly Desert Premium,4,Generals of the African front,5,0,0,2.99,17,EN- FR- DE- IT- JA- KO- PT- RU- ZH- ES- ZH,11,1,150516736,151,Games, Action, Strategy,NA,25/09/2017,30/11/2019,27
1148047801,Siralim 2 (Monster Taming RPG),5,Capture and customize monsters,4,4.5,65,4.99,12,EN,1,1,154960896,155,Games, Role Playing, Strategy,NA,10/03/2019,30/11/2019,9
1148269445,Color Runners,2,,0,0,0,0,4,EN,1,1,88547328,89,Games, Entertainment, Strategy,NA,22/10/2016,30/11/2019,38
1148283913,Tower Defense Zone 2,4,,0,3.5,358,0,9,EN,1,1,286111744,286,Games, Strategy, Action,NA,11/09/2016,30/11/2019,39
1148290275,Tower Defense ,2,,0,4.5,129,0,12,EN,1,1,140086272,140,Games, Action, Strategy,NA,11/09/2016,30/11/2019,39
1148326251,Jewels Pop Mania  Match 3 Puzzle,6,,0,0,0,0,4,EN,1,1,51155968,51,Games, Entertainment, Casual, Strategy,11/09/2016,30/11/2019,39
1148348210,ReLevel1,1,,0,0,0,0,9,EN,1,1,109327360,109,Games, Role Playing, Strategy,NA,10/02/2019,30/11/2019,10
1148371149,Tropical Crush  En Espanol,4,,0,0,0,0,4,EN,1,1,136975360,137,Games, Strategy, Puzzle,NA,11/09/2016,30/11/2019,39
1148385128,Infinite Warfare Tower Defence,4,,0,4.5,24,0,12,EN,1,1,102225920,102,Games, Casual, Entertainment, Strategy,23/04/2017,30/11/2019,32
1148385430,Warfare Tower Defence Pro,4,MODERN TD BATTLES IN HD,5,0,0,1.99,9,EN,1,1,141713408,142,Games, Strategy, Entertainment, Casual,18/06/2019,30/11/2019,6
1148405571,Jigsaw Puzzle  Jigsaw Puzzles for Kids and Adults,8,,0,0,0,0,4,EN,1,1,8784896,9,Games, Strategy, Entertainment, Puzzle,20/09/2016,30/11/2019,39
1148414660,2048 ABC,2,,0,0,0,0,4,EN- ES,2,1,24899584,25,Games, Strategy, Education, Puzzle,27/09/2016,30/11/2019,39
1148440985,Sprack,1,,0,0,0,0,4,EN,1,1,13118464,13,Games, Strategy, Casual,NA,08/12/2017,30/11/2019,24
1148470387,Stickman StoryFighting Escape,3,,0,0,0,0,17,EN,1,1,16856064,17,Games, Action, Strategy,NA,11/09/2016,30/11/2019,39
1148560202,BBQ Cooking Go,3,,0,0,0,0,4,EN,1,1,72559616,73,Games, Strategy, Entertainment, Family,11/09/2016,30/11/2019,39
1148627741,Glare Dots Crazy Rush to Shoot Dots,7,,0,4.5,970,0,4,EN,1,1,22685696,23,Games, Strategy, Entertainment,NA,25/04/2017,30/11/2019,32
1148636936,Poke What?,2,,0,0,0,0,4,EN,1,1,25099264,25,Games, Casual, Lifestyle, Strategy,12/09/2016,30/11/2019,39
1148684382,Clicker Mine Idle Tycoon,4,Open new mines as an idle hero,7,4,277,0,12,EN- RU,2,1,98282496,98,Games, Adventure, Strategy,NA,17/11/2018,30/11/2019,13
1148696352,WRD Calculator,2,,0,0,0,1.99,4,EN,1,1,30206976,30,Games, Simulation, Strategy, Utilities,12/09/2016,30/11/2019,39
1148731590,PreWar,1,,0,0,0,0,9,EN,1,1,99805184,100,Games, Role Playing, Strategy,NA,09/05/2017,30/11/2019,31
1148743067,Candy Wrappers And Swirls,4,,0,0,0,0,4,EN,1,1,131657728,132,Games, Strategy, Puzzle, Entertainment,19/09/2016,30/11/2019,39
1148870706,Pirate Never Die,3,,0,0,0,0,9,ZH- EN- ZH- ZH,4,1,135744512,136,Games, Entertainment, Strategy, Puzzle,30/10/2016,30/11/2019,38
1148926729,Air hockey arcade  Avoid the knights,6,,0,0,0,2.99,4,EN,1,1,34302976,34,Games, Strategy, Casual,NA,12/09/2016,30/11/2019,39
1148949125,Classic gold miner free  The gold digging game HD,9,,0,5,23,0,4,EN,1,1,143066112,143,Games, Strategy, Adventure, Entertainment,30/09/2016,30/11/2019,39
1148967762,HungryMonkeyTJ,1,,0,0,0,0,4,EN,1,1,19076096,19,Games, Action, Strategy,NA,14/12/2016,30/11/2019,36
1148987716,Frozen Slushy Maker Mania,4,Make Awefull Slush And Dessert,5,0,0,0,4,EN,1,1,26952704,27,Games, Strategy, Entertainment, Simulation,16/10/2017,30/11/2019,26
1149032396,XMixDrix,1,Free Beautiful Enjoyable,3,0,0,0,4,EN- HE,2,1,31350784,31,Games, Entertainment, Board, Strategy,20/10/2017,30/11/2019,26
1149105782,FruitBaskets,1,,0,0,0,0,4,EN,1,1,21402624,21,Games, Strategy, Entertainment, Puzzle,19/09/2018,30/11/2019,15
1149167366,VanMatchagon,1,,0,0,0,0,4,EN,1,1,8350720,8,Games, Strategy, Puzzle, Entertainment,01/11/2016,30/11/2019,37
1149181994,Rock Buster,2,,0,0,0,0,4,EN,1,1,13918208,14,Games, Entertainment, Strategy,NA,29/09/2017,30/11/2019,26
1149264669,GravWars,1,,0,0,0,0,9,EN,1,1,58677248,59,Games, Action, Strategy,NA,23/02/2017,30/11/2019,34
1149271676,Spot Pop Explode,3,,0,0,0,0,4,EN- FR- DE- JA- KO- ZH,6,1,19862528,20,Games, Strategy, Puzzle,NA,14/12/2016,30/11/2019,36
1149271778,Saudi Deal,2,,0,2,139,0,4,EN,1,1,320424960,320,Games, Card, Entertainment, Strategy,04/08/2017,30/11/2019,28
1149281183,Spot Pop Explode Pro,4,,0,0,0,2.99,4,EN- FR- DE- JA- KO- ZH,6,1,19868672,20,Games, Puzzle, Strategy,NA,14/12/2016,30/11/2019,36
1149283208,Tap The Ball Different Shapes Skill Game,7,,0,0,0,0,4,EN,1,1,5173248,5,Games, Entertainment, Strategy, Puzzle,16/09/2016,30/11/2019,39
1149284907,Red Ball Jumping Kids Game,5,,0,0,0,0,4,EN,1,1,5255168,5,Games, Family, Entertainment, Strategy,16/09/2016,30/11/2019,39
1149291964,Crazy Frog Ninja  Tap strategy addictive board game,8,,0,0,0,0,4,EN,1,1,35972096,36,Games, Strategy, Entertainment, Puzzle,12/09/2016,30/11/2019,39
1149338810,FunBridge Quiz 3,3,,0,4,21,8.99,4,EN- FR,2,1,32867328,33,Games, Card, Strategy, Entertainment,21/06/2018,30/11/2019,18
1149444628,Car A Turbocharged Tic Tac Toe for iMessage,8,,0,0,0,0,4,EN,1,1,21061632,21,Games, Board, Strategy,NA,18/09/2016,30/11/2019,39
1149469055,Crazy Taxi Idle Tycoon,4,Ultimate Empire Clicker,3,4.5,2181,0,12,EN,1,1,349042688,349,Games, Role Playing, Entertainment, Strategy,02/01/2019,30/11/2019,11
1149472143,Hidden Monsters Under Water Kids Game,6,,0,0,0,0,4,EN,1,1,5357568,5,Games, Strategy, Adventure, Entertainment,12/09/2016,30/11/2019,39
1149472866,Burger Shop Make Yummy Burger,5,,0,0,0,0,4,EN,1,1,6483968,6,Games, Entertainment, Family, Strategy,01/10/2016,30/11/2019,39
1149474432,SIEGE TITAN WARS,3,Massive army vs army battles,5,4.5,3711,0,12,EN,1,1,273998848,274,Games, Strategy, Action,NA,30/04/2019,30/11/2019,7
1149479886,Avoid The Accident Of Trains Skill Game,7,,0,0,0,0,4,EN,1,1,6422528,6,Games, Puzzle, Strategy, Entertainment,20/09/2016,30/11/2019,39
1149487374,Swimmer Suit Make a Girl Glorious,6,,0,0,0,0,4,EN,1,1,6463488,6,Games, Strategy, Adventure, Entertainment,24/09/2016,30/11/2019,39
1149489613,Running Ninja On The Cube Kids Game,7,,0,0,0,0,4,EN,1,1,6582272,7,Games, Adventure, Strategy, Entertainment,23/09/2016,30/11/2019,39
1149489626,Army Commander Shoot The Enemy,5,,0,0,0,0,12,EN,1,1,6238208,6,Games, Entertainment, Strategy, Action,21/09/2016,30/11/2019,39
1149574976,Candy Minion  Feed the Hungry Minion Boss,7,,0,5,46,0,4,EN,1,1,74759168,75,Games, Entertainment, Simulation, Strategy,12/10/2016,30/11/2019,38
1149603378,Magical Solitaire  Card Game,4,,0,0,0,0,4,EN- JA- TR,3,1,143227904,143,Games, Strategy, Card,NA,19/10/2016,30/11/2019,38
1149631667,Conquerors Golden Age,3,Enjoy battles with the world,5,4,2644,0,9,AR- EN- FR- DE- ID- RU- ZH- ES- TR- UR,10,1,334893056,335,Games, Role Playing, Strategy,NA,29/07/2019,30/11/2019,4
1149657090,Zorbie Run,2,,0,5,7,0,4,EN,1,1,162097152,162,Games, Strategy,NA,NA,04/01/2017,30/11/2019,35
1149692858,System Lords,2,,0,3.5,6,0,17,EN,1,1,198765568,199,Games, Strategy, Role Playing,NA,30/01/2019,30/11/2019,10
1149699502,Stickman Death AdventureAssassin Action,4,,0,0,0,0,17,CS- NL- EN- FR- DE- IT- JA- KO- PL- PT- RU- ZH- ES- SV- ZH- TR,16,1,27000832,27,Games, Strategy, Action,NA,12/09/2016,30/11/2019,39
1149743697,Hidden Object Games Free  Escape Mystery,6,,0,0,0,0,4,EN,1,1,18915328,19,Games, Puzzle, Strategy,NA,12/09/2016,30/11/2019,39
1149748443,Genius ThiefSteal Diamond,3,Stickman Escape Strategy Game,4,4,39,0,12,EN- ZH,2,1,31351808,31,Games, Adventure, Strategy,NA,28/09/2017,30/11/2019,26
1149757267,Stick WorldStickman Killer,3,,0,0,0,0,17,CS- NL- EN- FR- DE- IT- JA- KO- PL- PT- RU- ZH- ES- SV- ZH- TR,16,1,29814784,30,Games, Strategy, Action,NA,12/09/2016,30/11/2019,39
1149757267,Stick WorldStickman Killer,3,,0,0,0,0,17,CS- NL- EN- FR- DE- IT- JA- KO- PL- PT- RU- ZH- ES- SV- ZH- TR,16,1,29814784,30,Games, Strategy, Action,NA,12/09/2016,30/11/2019,39
1150283604,Solitarot Tarot Solitaire,3,A New One Player Tarot Game,6,0,0,0,12,EN,1,1,163011584,163,Games, Lifestyle, Strategy, Card,11/01/2018,30/11/2019,23
1150292880,Zen Garden Defence,3,,0,0,0,0,9,EN,1,1,128669696,129,Games, Strategy, Casual,NA,15/09/2016,30/11/2019,39
1150313041,Tank Battle Hero  Modern Iron War Games on Mobile,9,,0,0,0,0,4,EN- ZH,2,1,259924992,260,Games, Casual, Strategy,NA,15/09/2016,30/11/2019,39
1150327328,Little Sentries  cast away all these nasty monsters,8,,0,0,0,0.99,4,CS- NL- EN- FR- DE- IT- JA- KO- PL- PT- RU- ZH- ES- SV- ZH- TR,16,1,50434048,50,Games, Trivia, Entertainment, Strategy,15/09/2016,30/11/2019,39
1150400045,HookMeUp,1,,0,0,0,0,4,EN,1,1,19276800,19,Games, Strategy, Entertainment, Puzzle,15/09/2016,30/11/2019,39
1150474036,Hexpand,1,,0,0,0,0,4,EN,1,1,104894464,105,Games, Board, Strategy,NA,15/09/2016,30/11/2019,39
1150522738,Kids Math Learning With 123 Number Counting Flash Cardsvocal Memory Game,11,,0,0,0,0,4,EN,1,1,23730176,24,Games, Entertainment, Strategy,NA,15/09/2016,30/11/2019,39
1150534552,Clue The Classic Mystery Game,5,Hasbros classic board game,4,4.5,10241,3.99,12,EN- FR- DE- IT- JA- ES,6,1,1139130368,1139,Games, Board, Strategy,NA,04/07/2019,30/11/2019,5
1150589843,BOXD  Without the E,4,,0,4.5,220,0,4,EN,1,1,26110976,26,Games, Strategy, Simulation, Entertainment,09/05/2017,30/11/2019,31
1150595571,Mobilized force  Tank 2,4,,0,0,0,4.99,9,EN,1,1,56908800,57,Games, Simulation, Strategy,NA,15/09/2016,30/11/2019,39
1150772974,Fruit Match  Winter Battle,4,,0,0,0,0,4,CS- NL- EN- FR- DE- IT- JA- KO- PL- PT- RU- ZH- ES- SV- ZH- TR,16,1,29384704,29,Games, Strategy, Puzzle,NA,29/10/2016,30/11/2019,38
1150789452,Fatty Clicker  Feed the fat,5,,0,0,0,0,4,EN,1,1,29679616,30,Games, Sports, Strategy, Music,15/09/2016,30/11/2019,39
1150797318,Battlefield Avengers Age of Modern War RTS,7,,0,4.5,11,0,9,EN- JA- ZH- ZH,4,1,99683328,100,Games, Simulation, Entertainment, Strategy,10/11/2016,30/11/2019,37
1150864951,Focuz  Sort the cards fast,5,,0,0,0,0,4,EN,1,1,33704960,34,Games, Card, Strategy, Entertainment,15/09/2016,30/11/2019,39
1150867501,Blocks Craft  Build Shapes With Blocks AdFree,7,,0,0,0,1.99,4,EN,1,1,15398912,15,Games, Strategy, Puzzle, Entertainment,23/09/2016,30/11/2019,39
1150955813,Dancing Teddy Bear 3D growing pet idle game,8,,0,4,5,0,4,EN- JA,2,1,115847168,116,Games, Entertainment, Simulation, Strategy,23/09/2016,30/11/2019,39
1150971826,NearMissGame,1,,0,5,6,0,4,EN,1,1,13571072,14,Games, Strategy,NA,NA,28/09/2016,30/11/2019,39
1150983949,Paddle Speed Ball,3,,0,0,0,0,4,EN,1,1,48541696,49,Games, Entertainment, Strategy, Casual,16/09/2016,30/11/2019,39
1150992538,BallRooms  A Physics Puzzle,4,,0,0,0,0,4,EN,1,1,69475328,69,Games, Strategy, Puzzle, Entertainment,19/05/2017,30/11/2019,31
1151038821,Chines Jungle Gorilla Jumping,4,A Kingdom Castle Run,4,0,0,0,4,EN,1,1,124534784,125,Games, Adventure, Entertainment, Strategy,07/10/2017,30/11/2019,26
1151050046,Pin Circle  Hardest Game,4,,0,0,0,0,4,EN,1,1,98618368,99,Games, Simulation, Strategy, Entertainment,30/03/2019,30/11/2019,8
1151050046,Pin Circle  Hardest Game,4,,0,0,0,0,4,EN,1,1,98618368,99,Games, Simulation, Strategy, Entertainment,30/03/2019,30/11/2019,8
1151067409,Amazon Jungle Monkey Gold HuntingA Joy Ride Fun,8,,0,0,0,0,4,EN,1,1,122775552,123,Games, Adventure, Entertainment, Strategy,23/09/2016,30/11/2019,39
1151146516,Portable Realm,2,,0,0,0,0,9,EN,1,1,74435584,74,Games, Board, Strategy,NA,19/11/2018,30/11/2019,13
1151213872,Checkers for iMessage,3,,0,2,32,0,4,EN,1,1,20447232,20,Games, Strategy, Entertainment, Board,05/10/2016,30/11/2019,38
1151253234,Piggy for Nuts  Physics Puzzle Game,6,,0,0,0,0.99,4,CS- NL- EN- FR- DE- IT- JA- KO- PL- PT- RU- ZH- ES- SV- ZH- TR,16,1,43712512,44,Games, Puzzle, Strategy, Entertainment,16/09/2016,30/11/2019,39
1151264905,Wicked OZ Puzzle,3,A Different Match 3 Puzzle,5,4.5,28,0,4,EN,1,1,211264512,211,Games, Strategy, Puzzle, Entertainment,13/12/2018,30/11/2019,12
1151267971,Geometry Heroes Dash Risk Meltdown Domination AGT,7,,0,3.5,44,0,4,AR- CA- CS- DA- NL- EN- FI- FR- DE- EL- HE- HU- ID- IT- JA- KO- MS- NB- PL- PT- RO- RU- ZH- SK- ES- SV- TH- ZH- TR- UK- VI,31,1,34593792,35,Games, Entertainment, Board, Strategy,16/09/2016,30/11/2019,39
1151307421,Connect 10  Fun Math Puzzle,5,Learn Math with Entertainment,4,0,0,0,4,EN,1,1,235992064,236,Games, Strategy, Puzzle, Education,14/06/2019,30/11/2019,6
1151316540,Extreme Turbo GT Racing,4,,0,0,0,0,4,EN,1,1,110261248,110,Games, Strategy, Racing, Entertainment,03/11/2016,30/11/2019,37
1151316645,Picnic Match Blast,3,,0,0,0,0,12,CS- NL- EN- FR- DE- IT- JA- KO- PL- PT- RU- ZH- ES- SV- ZH- TR,16,1,60886016,61,Games, Adventure, Strategy,NA,02/12/2016,30/11/2019,36
1151406511,Burning Metal,2,Twisted Metal,2,2.5,5,0.99,4,EN,1,1,599278592,599,Games, Strategy, Action,NA,09/07/2019,30/11/2019,5
1151415520,Army Gunship Clash,3,,0,0,0,0.99,17,EN,1,1,156890112,157,Games, Strategy, Action, Sports,28/09/2016,30/11/2019,39
1151423446,Landixio Split Snake Cells,4,Classic io game by Clown Games,6,4.5,479,0,4,EN,1,1,165831680,166,Games, Action, Strategy,NA,23/01/2019,30/11/2019,10
1151454285,HexLogic  Umbrellas,2,,0,0,0,1.99,4,EN,1,1,20541440,21,Games, Strategy, Puzzle, Entertainment,16/09/2016,30/11/2019,39
1151490895,Football Imperivm dominate world football,5,,0,0,0,0,4,EN,1,1,364472320,364,Games, Strategy, Sports, Sports,14/05/2017,30/11/2019,31
1151629046,Gummy Flavor Match,3,,0,0,0,0,4,EN,1,1,131256320,131,Games, Puzzle, Strategy, Entertainment,24/09/2016,30/11/2019,39
1151693794,Move cube  Challenge the limits of intelligence,7,,0,0,0,0,4,EN- DE- JA- KO- RU- ZH- ZH,7,1,98766848,99,Games, Puzzle, Strategy,NA,19/09/2016,30/11/2019,39
1151728018,Great Discovery  For Pokemon go,5,,0,0,0,0,4,EN- VI,2,1,29965312,30,Games, Productivity, Adventure, Strategy,16/09/2016,30/11/2019,39
1151733006,Color Shot Throwing Balls,4,,0,0,0,0,4,EN,1,1,60908544,61,Games, Puzzle, Strategy, Entertainment,15/10/2016,30/11/2019,38
1152033691,Naval Combat for iMessage,4,,0,3,9,0.99,9,EN- FR- DE- ZH- ZH,5,1,96891904,97,Games, Strategy, Board,NA,15/09/2016,30/11/2019,39
1152091057,Word Swipe for iMessage,4,,0,4,55,0,4,EN,1,1,23013376,23,Games, Strategy, Word, Social Networking,03/10/2016,30/11/2019,38
1152094112,Monster Mania Brave PvE,4,,0,0,0,0,12,EN,1,1,124969984,125,Games, Strategy, Role Playing, Entertainment,28/09/2016,30/11/2019,39
1152094575,Word Ache for iMessage,4,,0,1.5,6,0,4,EN,1,1,22941696,23,Games, Word, Social Networking, Strategy,29/09/2016,30/11/2019,39
1152163011,Monkey Tiles,2,,0,0,0,0,4,EN,1,1,16655360,17,Games, Strategy, Entertainment, Puzzle,17/11/2016,30/11/2019,37
1152231738,Charge Attack Tactical RPG,4,,0,4,28,0,4,EN,1,1,35012608,35,Games, Role Playing, Strategy,NA,13/03/2017,30/11/2019,33
1152298853,Tapavy,1,Challenge your reaction,3,5,18,0,4,EN,1,1,9735168,10,Games, Puzzle, Strategy, Productivity,09/07/2018,30/11/2019,17
1152366665,Stickman Room Escape,3,,0,0,0,0,4,EN,1,1,64717824,65,Games, Entertainment, Strategy, Puzzle,17/03/2017,30/11/2019,33
1152374297,Soorimo River,2,Epic Card Battles with Friends,5,0,0,0,17,CS- DA- NL- EN- FI- FR- DE- EL- IT- NB- PL- PT- RU- ES- SV- TR,16,1,77619200,78,Games, Board, Strategy, Entertainment,27/07/2018,30/11/2019,16
1152483247,Soccer Team,2,,0,0,0,0,4,EN,1,1,6068224,6,Games, Sports, Sports, Strategy,27/09/2016,30/11/2019,39
1152513577,TicTacToe Multiplayer for iMessage,4,,0,0,0,0.99,4,EN,1,1,20305920,20,Games, Board, Strategy, Entertainment,17/09/2016,30/11/2019,39
1152589567,Candy Delicacy Gems  Bright Colorful Colors,6,,0,0,0,0,4,EN,1,1,109248512,109,Games, Puzzle, Entertainment, Strategy,28/03/2017,30/11/2019,33
1152757472,Black hole clicker,3,,0,3.5,19,0,4,EN,1,1,36558848,37,Games, Simulation, Strategy,NA,10/11/2016,30/11/2019,37
1152781652,Rck_Ppr_Szrs,1,,0,0,0,0,9,EN,1,1,20062208,20,Games, Family, Entertainment, Strategy,05/10/2016,30/11/2019,38
1152845001,Fiend Legion,2,Epic PVP Card Game Battles,5,0,0,0,12,EN,1,1,408970240,409,Games, Card, Entertainment, Strategy,15/05/2019,30/11/2019,7
1152894282,Final Ball World,3,,0,5,53,0,4,EN,1,1,189896704,190,Games, Trivia, Entertainment, Strategy,29/10/2016,30/11/2019,38
1152901805,Crossing the river A casual strategy game,7,,0,0,0,0,4,EN- JA- ZH- ZH,4,1,94322688,94,Games, Strategy, Puzzle,NA,22/09/2016,30/11/2019,39
1152906225,Slide and Jigsaw Puzzles,4,,0,0,0,0.99,4,CS- NL- EN- FR- DE- IT- JA- KO- PL- PT- RU- ZH- ES- SV- ZH- TR,16,1,51185664,51,Games, Puzzle, Entertainment, Strategy,31/10/2016,30/11/2019,38
1152911572,Slide and Jigsaw Puzzles Free,5,,0,0,0,0,4,CS- NL- EN- FR- DE- IT- JA- KO- PL- PT- RU- ZH- ES- SV- ZH- TR,16,1,54498304,54,Games, Entertainment, Strategy, Puzzle,03/11/2016,30/11/2019,37
1152984721,Trending Pharaoh,2,,0,0,0,0,4,EN,1,1,255383552,255,Games, Simulation, Strategy, Entertainment,25/10/2016,30/11/2019,38
1153035694,Isak Run  Escape Super Nightmare,5,,0,0,0,0,9,EN,1,1,32330752,32,Games, Action, Strategy, Entertainment,17/09/2016,30/11/2019,39
1153050585,Garden Defense  Super Swarm,4,,0,0,0,0,9,EN,1,1,132745216,133,Games, Strategy, Casual,NA,17/10/2016,30/11/2019,38
1153195546,Four Go,2,,0,2,10,0,4,EN,1,1,19085312,19,Games, Board, Strategy,NA,17/09/2016,30/11/2019,39
1153370550,OwlDodge,1,,0,0,0,0,4,EN,1,1,8451072,8,Games, Entertainment, Strategy, Action,30/10/2016,30/11/2019,38
1153374033,Golf Mini Pocket Edition 2016 For Mobile,7,,0,0,0,0,4,EN,1,1,47211520,47,Games, Sports, Strategy,NA,17/09/2016,30/11/2019,39
1153425137,Rentopoly Chicago,2,,0,0,0,9.99,4,EN,1,1,169775104,170,Games, Board, Entertainment, Strategy,28/02/2017,30/11/2019,34
1153426398,Drunkopoly,1,,0,0,0,9.99,17,EN,1,1,169201664,169,Games, Board, Entertainment, Strategy,28/02/2017,30/11/2019,34
1153449373,Tactigon,1,,0,0,0,0,4,EN,1,1,13020160,13,Games, Board, Strategy,NA,06/11/2017,30/11/2019,25
1153461915,Idle Heroes  Idle Games,4,Play Different- Go Idle,4,5,58786,0,9,EN- JA- ZH- ZH,4,1,226379776,226,Games, Strategy, Role Playing,NA,04/06/2019,30/11/2019,6
1153535924,Math Genius  Multiplayer,3,Real Math Puzzle Game,4,5,84,0,4,EN- FR- DE- IT- JA- RU- ZH- ES- TR,9,1,62539776,63,Games, Strategy, Puzzle,NA,23/08/2017,30/11/2019,28
1153728829,Dont Fall Down,3,,0,0,0,0,4,EN- ZH,2,1,20065280,20,Games, Utilities, Casual, Strategy,18/09/2016,30/11/2019,39
1153759064,Impossible Jumping,2,,0,0,0,0,4,EN,1,1,30600192,31,Games, Strategy, Casual,NA,23/09/2016,30/11/2019,39
1153897948,Urban Sphere,2,,0,4.5,12,0,4,EN,1,1,36414464,36,Games, Strategy, Action,NA,17/02/2017,30/11/2019,34
1153906766,Defenders3D,1,,0,0,0,0,9,EN,1,1,907497472,907,Games, Entertainment, Casual, Strategy,09/01/2017,30/11/2019,35
1153928119,Defend the Turret,3,,0,0,0,0,4,EN,1,1,19319808,19,Games, Entertainment, Casual, Strategy,05/04/2017,30/11/2019,32
1153953317,PicPu  Cat Picture Puzzle,4,Best to kill time,4,0,0,4.99,4,EN- ZH- ZH,3,1,114457600,114,Games, Puzzle, Strategy, Entertainment,03/07/2018,30/11/2019,17
1153965204,Formula Clicker Idle Tycoon,4,Idle Car Racing Manager,4,4.5,939,0,4,EN,1,1,269974528,270,Games, Strategy, Racing,NA,29/03/2019,30/11/2019,8
1154009297,Pixel Pizzeria Chef Cooking Simulator 3D,6,,0,2.5,10,0,9,EN,1,1,88252416,88,Games, Strategy,NA,NA,24/09/2016,30/11/2019,39
1154009309,Pixel Pizzeria Chef Cooking Simulator 3D Full,7,,0,0,0,3.99,9,EN,1,1,86403072,86,Games, Strategy,NA,NA,24/09/2016,30/11/2019,39
1154014028,Tank Warfare Battlefront,3,,0,0,0,0,12,EN- ZH,2,1,154203136,154,Games, Travel, Casual, Strategy,18/09/2016,30/11/2019,39
1154027234,Castle Strategy TD  Defense Ancient Galaxy Hero,7,,0,0,0,0,4,EN,1,1,121996288,122,Games, Entertainment, Action, Strategy,09/05/2017,30/11/2019,31
1154039682,Dragon Lords 3D,3,Epic online pvp strategy,4,4.5,51,0,12,ZH- EN- FR- DE- IT- JA- KO- PT- RU- ES,10,1,251675648,252,Games, Strategy, Adventure,NA,28/01/2019,30/11/2019,10
1154048511,Project MegaRace 2017,3,,0,0,0,0.99,4,EN,1,1,177528832,178,Games, Action, Strategy,NA,26/12/2016,30/11/2019,36
1154058623,Blitz Brigade Rival Tactics,4,,0,3.5,129,0,12,AR- EN- FR- DE- ID- IT- JA- KO- PT- RU- ZH- ES- TH- ZH- TR,15,1,128087040,128,Games, Action, Strategy, Entertainment,21/06/2017,30/11/2019,30
1154114309,Kuros Classic,2,Can your logic save them all,6,3.5,23,0,4,EN,1,1,227286016,227,Games, Strategy, Puzzle,NA,01/02/2018,30/11/2019,22
1154127164,FlipPix Jigsaw  Retro,3,,0,0,0,1.99,4,EN,1,1,23429120,23,Games, Strategy, Entertainment, Puzzle,18/09/2016,30/11/2019,39
1154279035,Engines of Vengeance for iPhone,5,,0,0,0,0,4,EN- DE- JA,3,1,195000320,195,Games, Action, Entertainment, Strategy,12/02/2017,30/11/2019,34
1154279612,Engines of Vengeance for iPad,5,,0,0,0,0,4,EN- DE- JA,3,1,208144384,208,Games, Strategy, Action, Entertainment,12/02/2017,30/11/2019,34
1154361480,Brain Training  Block Puzzle,4,,0,0,0,0,4,EN- JA- TR,3,1,146461696,146,Games, Strategy, Puzzle, Education,19/12/2018,30/11/2019,12
1154395075,Love Engine,2,,0,3,81,0,4,EN- ZH,2,1,458624000,459,Games, Puzzle, Strategy,NA,05/06/2017,30/11/2019,30
1154406242,HockeyBattle,1,Create your own hockey team,5,4,20,0,12,EN,1,1,222770176,223,Games, Sports, Entertainment, Strategy,08/05/2019,30/11/2019,7
